species index (starts from 1),from,to,stoichiometric value 
31,R581,POx,0.130000
171,R581,MCRHNB,0.130000
195,R581,MCRHN,0.370000
245,MACRNO2,R581,1.000000
246,R581,HAC,0.500000
269,R581,O3,0.130000
270,R581,NO2,0.500000
279,R581,OH,0.500000
281,HO2,R581,1.000000
6,R582,CO2,1.000000
245,MACRNO2,R582,1.000000
246,R582,HAC,1.000000
270,R582,NO2,2.000000
280,NO,R582,1.000000
149,R583,MPAN,1.000000
245,MACRNO2,R583,1.000000
270,NO2,R583,1.000000
270,R583,NO2,1.000000
6,R584,CO2,1.000000
245,MACRNO2,R584,1.000000
246,R584,HAC,1.000000
270,R584,NO2,2.000000
283,NO3,R584,1.000000
6,R585,CO2,0.700000
171,R585,MCRHNB,0.300000
245,MACRNO2,R585,1.000000
246,R585,HAC,0.700000
262,R585,CH2O,1.000000
263,MO2,R585,1.000000
270,R585,NO2,0.700000
281,R585,HO2,0.700000
149,MPAN,R586,1.000000
203,R586,MACR1OO,1.000000
270,R586,NO2,1.000000
33,R587,PCO,0.250000
84,R587,HMML,0.750000
149,MPAN,R587,1.000000
246,R587,HAC,0.250000
258,R587,CO,0.250000
279,OH,R587,1.000000
283,R587,NO3,1.000000
84,HMML,R588,1.000000
207,R588,HCOOH,0.300000
228,R588,MGLY,0.700000
257,R588,MCO3,0.300000
279,OH,R588,0.300000
33,R589,PCO,1.000000
116,R589,MVKDH,0.350000
130,R589,MCRDH,0.150000
202,ICPDH,R589,1.000000
227,R589,MCRHP,0.500000
258,R589,CO,1.000000
279,OH,R589,0.500000
281,R589,HO2,0.500000
33,R590,PCO,0.888000
122,IDCHP,R590,1.000000
152,R590,MVKPC,0.444000
166,R590,MVKHC,0.318000
181,R590,MVKHCB,0.126000
224,R590,IEPOXBOO,0.032000
225,R590,IEPOXAOO,0.080000
258,R590,CO,0.888000
279,OH,R590,0.556000
281,R590,HO2,0.444000
140,IDHDP,R591,1.000000
159,R591,IDHPE,0.667000
202,R591,ICPDH,0.333000
279,OH,R591,1.000000
279,R591,OH,1.000000
6,R592,CO2,1.000000
159,IDHPE,R592,1.000000
226,R592,MVKHP,0.429000
227,R592,MCRHP,0.571000
279,OH,R592,1.000000
279,R592,OH,1.000000
33,R593,PCO,1.000000
209,ITCN,R593,1.000000
226,R593,MVKHP,0.750000
227,R593,MCRHP,0.250000
258,R593,CO,1.000000
270,R593,NO2,1.000000
279,OH,R593,1.000000
146,R594,ICNOO,0.041000
160,R594,MCRENOL,0.022000
209,R594,ITCN,0.920000
229,R594,IDHNBOO,0.037000
238,ITHN,R594,1.000000
262,R594,CH2O,0.022000
270,R594,NO2,0.022000
279,OH,R594,0.700000
281,R594,HO2,0.620000
205,ETHLN,R595,1.000000
257,R595,MCO3,1.000000
260,R595,HNO3,1.000000
270,R595,NO2,1.000000
283,NO3,R595,1.000000
6,R596,CO2,1.000000
104,PYAC,R596,1.000000
257,R596,MCO3,1.000000
279,OH,R596,1.000000
83,HMHP,R597,1.000000
207,R597,HCOOH,0.500000
262,R597,CH2O,0.500000
279,OH,R597,0.500000
281,R597,HO2,0.500000
6,R598,CO2,0.500000
31,R598,POx,0.130000
66,R598,MAP,0.370000
215,R598,ACTA,0.130000
257,MCO3,R598,1.000000
263,R598,MO2,0.500000
269,R598,O3,0.130000
279,R598,OH,0.500000
281,HO2,R598,1.000000
33,R599,PCO,1.000000
168,HPETHNL,R599,1.000000
258,R599,CO,1.000000
262,R599,CH2O,1.000000
279,OH,R599,1.000000
279,R599,OH,1.000000
168,HPETHNL,R600,1.000000
218,R600,GLYX,1.000000
279,OH,R600,1.000000
279,R600,OH,1.000000
17,R601,NRO2,1.000000
18,NAP,R601,1.000000
279,OH,R601,1.000000
279,R601,OH,1.000000
15,R602,LNRO2H,1.000000
17,NRO2,R602,1.000000
281,HO2,R602,1.000000
281,R602,HO2,1.000000
16,R603,LNRO2N,1.000000
17,NRO2,R603,1.000000
280,NO,R603,1.000000
280,R603,NO,1.000000
32,R604,LOx,1.000000
75,C2H4,R604,1.000000
230,R604,CH2OO,1.000000
262,R604,CH2O,1.000000
269,O3,R604,1.000000
75,C2H4,R605,1.000000
175,R605,ETOO,1.000000
279,OH,R605,1.000000
33,R606,PCO,0.364000
54,C2H2,R606,1.000000
207,R606,HCOOH,0.364000
218,R606,GLYX,0.636000
258,R606,CO,0.364000
279,OH,R606,0.364000
281,R606,HO2,0.364000
114,R607,ETHP,1.000000
175,ETOO,R607,1.000000
281,HO2,R607,1.000000
64,R608,ETHN,0.005000
102,R608,ETO,0.995000
175,ETOO,R608,1.000000
270,R608,NO2,0.995000
280,NO,R608,1.000000
102,R609,ETO,1.000000
175,ETOO,R609,1.000000
270,R609,NO2,1.000000
283,NO3,R609,1.000000
102,R610,ETO,0.600000
114,R610,ETHP,0.200000
175,ETOO,R610,1.000000
214,R610,MOH,0.200000
232,R610,GLYC,0.200000
262,R610,CH2O,0.800000
263,MO2,R610,1.000000
281,R610,HO2,0.600000
102,ETO,R611,1.000000
262,R611,CH2O,2.000000
281,R611,HO2,1.000000
102,ETO,R612,1.000000
232,R612,GLYC,1.000000
281,R612,HO2,1.000000
64,ETHN,R613,1.000000
232,R613,GLYC,1.000000
270,R613,NO2,1.000000
279,OH,R613,1.000000
114,ETHP,R614,1.000000
175,R614,ETOO,1.000000
279,OH,R614,1.000000
114,ETHP,R615,1.000000
232,R615,GLYC,1.000000
279,OH,R615,1.000000
279,R615,OH,1.000000
12,R616,BRO2,1.000000
33,R616,PCO,0.200000
60,BENZ,R616,1.000000
118,R616,PHEN,0.540000
155,R616,AROMP4,0.560000
178,R616,AROMRO2,0.460000
218,R616,GLYX,0.180000
258,R616,CO,0.200000
279,OH,R616,1.000000
281,R616,HO2,0.540000
21,R617,TRO2,1.000000
33,R617,PCO,0.270000
76,TOLU,R617,1.000000
99,R617,BALD,0.060000
110,R617,CSL,0.190000
145,R617,AROMP5,0.300000
155,R617,AROMP4,0.680000
178,R617,AROMRO2,0.810000
218,R617,GLYX,0.120000
228,R617,MGLY,0.120000
244,R617,MVK,0.040000
258,R617,CO,0.270000
279,OH,R617,1.000000
281,R617,HO2,0.190000
26,R618,XRO2,1.000000
33,R618,PCO,0.300000
77,XYLE,R618,1.000000
99,R618,BALD,0.060000
110,R618,CSL,0.150000
145,R618,AROMP5,0.560000
155,R618,AROMP4,0.280000
178,R618,AROMRO2,0.850000
218,R618,GLYX,0.100000
228,R618,MGLY,0.200000
244,R618,MVK,0.040000
258,R618,CO,0.300000
279,OH,R618,1.000000
281,R618,HO2,0.150000
178,AROMRO2,R619,1.000000
279,R619,OH,1.000000
281,HO2,R619,1.000000
281,R619,HO2,1.000000
178,AROMRO2,R620,1.000000
270,R620,NO2,1.000000
280,NO,R620,1.000000
281,R620,HO2,1.000000
178,AROMRO2,R621,1.000000
270,R621,NO2,1.000000
281,R621,HO2,1.000000
283,NO3,R621,1.000000
178,AROMRO2,R622,1.000000
262,R622,CH2O,1.000000
263,MO2,R622,1.000000
281,R622,HO2,2.000000
178,AROMRO2,R623,1.000000
257,MCO3,R623,1.000000
263,R623,MO2,1.000000
281,R623,HO2,1.000000
118,PHEN,R624,1.000000
138,R624,MCT,0.800000
155,R624,AROMP4,0.180000
156,R624,BENZO,0.060000
178,R624,AROMRO2,0.140000
218,R624,GLYX,0.060000
279,OH,R624,1.000000
281,R624,HO2,0.800000
118,PHEN,R625,1.000000
156,R625,BENZO,0.742000
206,R625,NPHEN,0.258000
260,R625,HNO3,0.742000
283,NO3,R625,1.000000
110,CSL,R626,1.000000
138,R626,MCT,0.727000
145,R626,AROMP5,0.440000
156,R626,BENZO,0.073000
178,R626,AROMRO2,0.200000
279,OH,R626,1.000000
281,R626,HO2,0.727000
110,CSL,R627,1.000000
145,R627,AROMP5,0.440000
156,R627,BENZO,0.300000
178,R627,AROMRO2,0.200000
206,R627,NPHEN,0.500000
260,R627,HNO3,0.500000
283,NO3,R627,1.000000
138,MCT,R628,1.000000
155,R628,AROMP4,1.050000
156,R628,BENZO,0.300000
178,R628,AROMRO2,0.700000
279,OH,R628,1.000000
32,R629,LOx,1.000000
138,MCT,R629,1.000000
155,R629,AROMP4,1.000000
232,R629,GLYC,1.000000
269,O3,R629,1.000000
279,R629,OH,1.000000
281,R629,HO2,1.000000
138,MCT,R630,1.000000
155,R630,AROMP4,0.300000
156,R630,BENZO,0.300000
178,R630,AROMRO2,0.200000
206,R630,NPHEN,0.500000
260,R630,HNO3,0.500000
283,NO3,R630,1.000000
99,BALD,R631,1.000000
176,R631,BZCO3,1.000000
279,OH,R631,1.000000
99,BALD,R632,1.000000
176,R632,BZCO3,1.000000
260,R632,HNO3,1.000000
283,NO3,R632,1.000000
6,R633,CO2,0.350000
31,R633,POx,0.150000
67,R633,BZCO3H,0.650000
105,R633,BENZP,0.150000
176,BZCO3,R633,1.000000
187,R633,BENZO2,0.200000
269,R633,O3,0.150000
279,R633,OH,0.200000
281,HO2,R633,1.000000
6,R634,CO2,1.000000
176,BZCO3,R634,1.000000
187,R634,BENZO2,1.000000
270,R634,NO2,1.000000
280,NO,R634,1.000000
95,R635,BZPAN,1.000000
176,BZCO3,R635,1.000000
270,NO2,R635,1.000000
67,BZCO3H,R636,1.000000
176,R636,BZCO3,1.000000
279,OH,R636,1.000000
95,BZPAN,R637,1.000000
176,R637,BZCO3,1.000000
270,R637,NO2,1.000000
6,R638,CO2,1.000000
95,BZPAN,R638,1.000000
105,R638,BENZP,1.000000
270,R638,NO2,1.000000
279,OH,R638,1.000000
156,R639,BENZO,1.000000
187,BENZO2,R639,1.000000
270,NO2,R639,1.000000
283,R639,NO3,1.000000
156,R640,BENZO,1.000000
187,BENZO2,R640,1.000000
270,R640,NO2,1.000000
280,NO,R640,1.000000
156,R641,BENZO,1.000000
187,BENZO2,R641,1.000000
270,R641,NO2,1.000000
283,NO3,R641,1.000000
105,R642,BENZP,1.000000
187,BENZO2,R642,1.000000
281,HO2,R642,1.000000
105,BENZP,R643,1.000000
187,R643,BENZO2,1.000000
279,OH,R643,1.000000
32,R644,LOx,1.000000
156,BENZO,R644,1.000000
187,R644,BENZO2,1.000000
269,O3,R644,1.000000
156,BENZO,R645,1.000000
206,R645,NPHEN,1.000000
270,NO2,R645,1.000000
155,R646,AROMP4,1.000000
206,NPHEN,R646,1.000000
251,R646,R4N1,0.500000
270,R646,NO2,0.500000
279,OH,R646,1.000000
155,R647,AROMP4,1.000000
206,NPHEN,R647,1.000000
251,R647,R4N1,0.500000
260,R647,HNO3,0.500000
270,R647,NO2,1.000000
283,NO3,R647,1.000000
156,R648,BENZO,1.000000
187,BENZO2,R648,1.000000
262,R648,CH2O,1.000000
263,MO2,R648,1.000000
281,R648,HO2,1.000000
6,R649,CO2,1.000000
176,BZCO3,R649,1.000000
187,R649,BENZO2,1.000000
262,R649,CH2O,1.000000
263,MO2,R649,1.000000
281,R649,HO2,1.000000
33,R650,PCO,0.250000
155,AROMP4,R650,1.000000
207,R650,HCOOH,0.250000
218,R650,GLYX,0.600000
250,R650,RCO3,0.330000
258,R650,CO,0.250000
279,OH,R650,0.750000
281,R650,HO2,0.330000
32,R651,LOx,1.000000
33,R651,PCO,0.500000
155,AROMP4,R651,1.000000
207,R651,HCOOH,0.500000
218,R651,GLYX,0.600000
232,R651,GLYC,0.900000
258,R651,CO,0.500000
269,O3,R651,1.000000
279,R651,OH,0.100000
281,R651,HO2,0.100000
155,AROMP4,R652,1.000000
218,R652,GLYX,0.200000
255,R652,RCHO,1.200000
281,R652,HO2,0.200000
33,R653,PCO,0.250000
145,AROMP5,R653,1.000000
207,R653,HCOOH,0.100000
215,R653,ACTA,0.150000
228,R653,MGLY,0.600000
250,R653,RCO3,0.330000
258,R653,CO,0.250000
279,OH,R653,0.750000
281,R653,HO2,0.330000
32,R654,LOx,1.000000
33,R654,PCO,0.500000
145,AROMP5,R654,1.000000
207,R654,HCOOH,0.200000
215,R654,ACTA,0.300000
228,R654,MGLY,0.600000
232,R654,GLYC,0.950000
258,R654,CO,0.500000
269,O3,R654,1.000000
279,R654,OH,0.100000
281,R654,HO2,0.100000
145,AROMP5,R655,1.000000
228,R655,MGLY,0.200000
252,R655,R4O2,0.200000
255,R655,RCHO,1.200000
281,R655,HO2,0.200000
10,R656,LBRO2H,1.000000
12,BRO2,R656,1.000000
281,HO2,R656,1.000000
281,R656,HO2,1.000000
11,R657,LBRO2N,1.000000
12,BRO2,R657,1.000000
280,NO,R657,1.000000
280,R657,NO,1.000000
19,R658,LTRO2H,1.000000
21,TRO2,R658,1.000000
281,HO2,R658,1.000000
281,R658,HO2,1.000000
20,R659,LTRO2N,1.000000
21,TRO2,R659,1.000000
280,NO,R659,1.000000
280,R659,NO,1.000000
24,R660,LXRO2H,1.000000
26,XRO2,R660,1.000000
281,HO2,R660,1.000000
281,R660,HO2,1.000000
25,R661,LXRO2N,1.000000
26,XRO2,R661,1.000000
280,NO,R661,1.000000
280,R661,NO,1.000000
273,R662,H2O,1.000000
281,HO2,R662,1.000000
188,R663,HNO2,0.500000
260,R663,HNO3,0.500000
270,NO2,R663,1.000000
260,R664,HNO3,1.000000
283,NO3,R664,1.000000
58,R665,NIT,1.000000
283,NO3,R665,1.000000
59,R666,NITs,1.000000
283,NO3,R666,1.000000
169,N2O5,R667,1.000000
260,R667,HNO3,2.000000
273,H2O,R667,1.000000
169,N2O5,R668,1.000000
231,R668,ClNO2,1.000000
260,R668,HNO3,1.000000
271,HCl,R668,1.000000
169,N2O5,R669,1.000000
260,R669,HNO3,2.000000
169,N2O5,R670,1.000000
231,R670,ClNO2,1.000000
260,R670,HNO3,1.000000
278,SALACL,R670,1.000000
169,N2O5,R671,1.000000
231,R671,ClNO2,1.000000
260,R671,HNO3,1.000000
282,SALCCL,R671,1.000000
192,R672,Cl2,0.500000
278,SALACL,R672,1.000000
279,OH,R672,1.000000
192,R673,Cl2,0.500000
279,OH,R673,1.000000
282,SALCCL,R673,1.000000
172,BrNO3,R674,1.000000
256,R674,HOBr,1.000000
260,R674,HNO3,1.000000
273,H2O,R674,1.000000
132,R675,BrCl,1.000000
172,BrNO3,R675,1.000000
260,R675,HNO3,1.000000
271,HCl,R675,1.000000
259,ClNO3,R676,1.000000
260,R676,HNO3,1.000000
267,R676,HOCl,1.000000
273,H2O,R676,1.000000
192,R677,Cl2,1.000000
259,ClNO3,R677,1.000000
260,R677,HNO3,1.000000
271,HCl,R677,1.000000
132,R678,BrCl,1.000000
259,ClNO3,R678,1.000000
260,R678,HNO3,1.000000
272,HBr,R678,1.000000
132,R679,BrCl,1.000000
259,ClNO3,R679,1.000000
260,R679,HNO3,1.000000
275,BrSALA,R679,1.000000
132,R680,BrCl,1.000000
259,ClNO3,R680,1.000000
260,R680,HNO3,1.000000
276,BrSALC,R680,1.000000
192,R681,Cl2,1.000000
259,ClNO3,R681,1.000000
260,R681,HNO3,1.000000
278,SALACL,R681,1.000000
192,R682,Cl2,1.000000
259,ClNO3,R682,1.000000
260,R682,HNO3,1.000000
282,SALCCL,R682,1.000000
188,R683,HNO2,1.000000
192,R683,Cl2,1.000000
231,ClNO2,R683,1.000000
278,SALACL,R683,1.000000
188,R684,HNO2,1.000000
192,R684,Cl2,1.000000
231,ClNO2,R684,1.000000
282,SALCCL,R684,1.000000
188,R685,HNO2,1.000000
192,R685,Cl2,1.000000
231,ClNO2,R685,1.000000
271,HCl,R685,1.000000
132,R686,BrCl,1.000000
188,R686,HNO2,1.000000
231,ClNO2,R686,1.000000
275,BrSALA,R686,1.000000
132,R687,BrCl,1.000000
188,R687,HNO2,1.000000
231,ClNO2,R687,1.000000
276,BrSALC,R687,1.000000
132,R688,BrCl,1.000000
188,R688,HNO2,1.000000
231,ClNO2,R688,1.000000
272,HBr,R688,1.000000
192,R689,Cl2,1.000000
267,HOCl,R689,1.000000
271,HCl,R689,1.000000
273,R689,H2O,1.000000
132,R690,BrCl,1.000000
267,HOCl,R690,1.000000
272,HBr,R690,1.000000
273,R690,H2O,1.000000
192,R691,Cl2,1.000000
267,HOCl,R691,1.000000
273,R691,H2O,1.000000
278,SALACL,R691,1.000000
192,R692,Cl2,1.000000
267,HOCl,R692,1.000000
273,R692,H2O,1.000000
282,SALCCL,R692,1.000000
28,R693,SO4s,1.000000
267,HOCl,R693,1.000000
271,R693,HCl,1.000000
286,SO2,R693,1.000000
124,R694,Br2,1.000000
256,HOBr,R694,1.000000
272,HBr,R694,1.000000
273,R694,H2O,1.000000
132,R695,BrCl,1.000000
256,HOBr,R695,1.000000
271,HCl,R695,1.000000
273,R695,H2O,1.000000
132,R696,BrCl,1.000000
256,HOBr,R696,1.000000
273,R696,H2O,1.000000
278,SALACL,R696,1.000000
132,R697,BrCl,1.000000
256,HOBr,R697,1.000000
273,R697,H2O,1.000000
282,SALCCL,R697,1.000000
124,R698,Br2,1.000000
256,HOBr,R698,1.000000
275,BrSALA,R698,1.000000
124,R699,Br2,1.000000
256,HOBr,R699,1.000000
276,BrSALC,R699,1.000000
28,R700,SO4s,1.000000
256,HOBr,R700,1.000000
272,R700,HBr,1.000000
286,SO2,R700,1.000000
32,R701,LOx,1.000000
256,R701,HOBr,1.000000
269,O3,R701,1.000000
272,HBr,R701,1.000000
32,R702,LOx,1.000000
256,R702,HOBr,1.000000
269,O3,R702,1.000000
275,BrSALA,R702,1.000000
32,R703,LOx,1.000000
256,R703,HOBr,1.000000
269,O3,R703,1.000000
276,BrSALC,R703,1.000000
272,HBr,R704,1.000000
275,R704,BrSALA,1.000000
272,HBr,R705,1.000000
276,R705,BrSALC,1.000000
4,R706,AERI,1.000000
65,HI,R706,1.000000
8,R707,ISALA,1.000000
65,HI,R707,1.000000
9,R708,ISALC,1.000000
65,HI,R708,1.000000
4,R709,AERI,2.000000
40,I2O2,R709,1.000000
8,R710,ISALA,2.000000
40,I2O2,R710,1.000000
9,R711,ISALC,2.000000
40,I2O2,R711,1.000000
4,R712,AERI,2.000000
47,I2O3,R712,1.000000
8,R713,ISALA,2.000000
47,I2O3,R713,1.000000
9,R714,ISALC,2.000000
47,I2O3,R714,1.000000
4,R715,AERI,2.000000
38,I2O4,R715,1.000000
8,R716,ISALA,2.000000
38,I2O4,R716,1.000000
9,R717,ISALC,2.000000
38,I2O4,R717,1.000000
260,R718,HNO3,1.000000
264,R718,HOI,1.000000
266,IONO2,R718,1.000000
273,H2O,R718,1.000000
69,R719,IBr,1.000000
188,R719,HNO2,1.000000
199,IONO,R719,1.000000
275,BrSALA,R719,1.000000
69,R720,IBr,1.000000
188,R720,HNO2,1.000000
199,IONO,R720,1.000000
276,BrSALC,R720,1.000000
98,R721,ICl,1.000000
188,R721,HNO2,1.000000
199,IONO,R721,1.000000
278,SALACL,R721,1.000000
98,R722,ICl,1.000000
188,R722,HNO2,1.000000
199,IONO,R722,1.000000
282,SALCCL,R722,1.000000
69,R723,IBr,1.000000
260,R723,HNO3,1.000000
266,IONO2,R723,1.000000
275,BrSALA,R723,1.000000
69,R724,IBr,1.000000
260,R724,HNO3,1.000000
266,IONO2,R724,1.000000
276,BrSALC,R724,1.000000
98,R725,ICl,1.000000
260,R725,HNO3,1.000000
266,IONO2,R725,1.000000
278,SALACL,R725,1.000000
98,R726,ICl,1.000000
260,R726,HNO3,1.000000
266,IONO2,R726,1.000000
282,SALCCL,R726,1.000000
69,R727,IBr,1.000000
264,HOI,R727,1.000000
275,BrSALA,R727,1.000000
69,R728,IBr,1.000000
264,HOI,R728,1.000000
276,BrSALC,R728,1.000000
98,R729,ICl,1.000000
264,HOI,R729,1.000000
278,SALACL,R729,1.000000
98,R730,ICl,1.000000
264,HOI,R730,1.000000
282,SALCCL,R730,1.000000
29,R731,SOAGX,1.000000
218,GLYX,R731,1.000000
29,R732,SOAGX,1.000000
228,MGLY,R732,1.000000
30,R733,SOAIE,1.000000
127,IEPOXA,R733,1.000000
30,R734,SOAIE,1.000000
128,IEPOXB,R734,1.000000
30,R735,SOAIE,1.000000
115,IEPOXD,R735,1.000000
22,R736,LVOCOA,1.000000
23,LVOC,R736,1.000000
96,R737,IONITA,1.000000
237,MVKN,R737,1.000000
96,R738,IONITA,1.000000
198,R4N2,R738,1.000000
41,R739,MONITA,1.000000
174,MONITS,R739,1.000000
41,R740,MONITA,1.000000
196,MONITU,R740,1.000000
41,R741,MONITA,1.000000
131,HONIT,R741,1.000000
29,R742,SOAGX,1.000000
104,PYAC,R742,1.000000
30,R743,SOAIE,1.000000
84,HMML,R743,1.000000
96,R744,IONITA,1.000000
216,IHN1,R744,1.000000
96,R745,IONITA,1.000000
136,IHN2,R745,1.000000
96,R746,IONITA,1.000000
137,IHN3,R746,1.000000
96,R747,IONITA,1.000000
210,IHN4,R747,1.000000
30,R748,SOAIE,1.000000
170,ICHE,R748,1.000000
96,R749,IONITA,1.000000
147,INPD,R749,1.000000
96,R750,IONITA,1.000000
177,INPB,R750,1.000000
96,R751,IONITA,1.000000
239,IDN,R751,1.000000
96,R752,IONITA,1.000000
209,ITCN,R752,1.000000
96,R753,IONITA,1.000000
238,ITHN,R753,1.000000
96,R754,IONITA,1.000000
171,MCRHNB,R754,1.000000
96,R755,IONITA,1.000000
195,MCRHN,R755,1.000000
5,R756,AONITA,1.000000
206,NPHEN,R756,1.000000
32,R757,LOx,1.000000
269,O3,R757,1.000000
284,R757,O,1.000000
32,R758,LOx,1.000000
268,R758,O1D,1.000000
269,O3,R758,1.000000
284,R759,O,2.000000
270,NO2,R760,1.000000
280,R760,NO,1.000000
284,R760,O,1.000000
208,H2O2,R761,1.000000
279,R761,OH,2.000000
134,MP,R762,1.000000
262,R762,CH2O,1.000000
279,R762,OH,1.000000
281,R762,HO2,1.000000
33,R763,PCO,1.000000
173,R763,H,1.000000
258,R763,CO,1.000000
262,CH2O,R763,1.000000
281,R763,HO2,1.000000
33,R764,PCO,1.000000
258,R764,CO,1.000000
262,CH2O,R764,1.000000
260,HNO3,R765,1.000000
270,R765,NO2,1.000000
279,R765,OH,1.000000
188,HNO2,R766,1.000000
279,R766,OH,1.000000
280,R766,NO,1.000000
101,HNO4,R767,1.000000
279,R767,OH,1.000000
283,R767,NO3,1.000000
101,HNO4,R768,1.000000
270,R768,NO2,1.000000
281,R768,HO2,1.000000
270,R769,NO2,1.000000
283,NO3,R769,1.000000
284,R769,O,1.000000
280,R770,NO,1.000000
283,NO3,R770,1.000000
169,N2O5,R771,1.000000
270,R771,NO2,1.000000
283,R771,NO3,1.000000
33,R772,PCO,0.880000
257,R772,MCO3,0.120000
258,R772,CO,0.880000
261,ALD2,R772,1.000000
263,R772,MO2,0.880000
281,R772,HO2,1.000000
33,R773,PCO,1.000000
186,R773,CH4,1.000000
258,R773,CO,1.000000
261,ALD2,R773,1.000000
63,PAN,R774,1.000000
257,R774,MCO3,0.700000
263,R774,MO2,0.300000
270,R774,NO2,0.700000
283,R774,NO3,0.300000
33,R775,PCO,1.000000
233,R775,A3O2,0.070000
235,R775,OTHRO2,0.500000
253,R775,B3O2,0.270000
255,RCHO,R775,1.000000
258,R775,CO,1.000000
281,R775,HO2,1.000000
219,ACET,R776,1.000000
257,R776,MCO3,1.000000
263,R776,MO2,1.000000
33,R777,PCO,1.000000
219,ACET,R777,1.000000
258,R777,CO,1.000000
263,R777,MO2,2.000000
222,MEK,R778,1.000000
233,R778,A3O2,0.060000
235,R778,OTHRO2,0.425000
250,R778,RCO3,0.150000
253,R778,B3O2,0.230000
257,R778,MCO3,0.850000
263,R778,MO2,0.150000
33,R779,PCO,1.000000
214,R779,MOH,0.100000
232,GLYC,R779,1.000000
258,R779,CO,1.000000
262,R779,CH2O,0.900000
279,R779,OH,0.070000
281,R779,HO2,1.730000
33,R780,PCO,2.000000
218,GLYX,R780,1.000000
258,R780,CO,2.000000
281,R780,HO2,2.000000
33,R781,PCO,2.000000
218,GLYX,R781,1.000000
258,R781,CO,2.000000
33,R782,PCO,1.000000
218,GLYX,R782,1.000000
258,R782,CO,1.000000
262,R782,CH2O,1.000000
33,R783,PCO,1.000000
228,MGLY,R783,1.000000
257,R783,MCO3,1.000000
258,R783,CO,1.000000
281,R783,HO2,1.000000
33,R784,PCO,1.000000
244,MVK,R784,1.000000
254,R784,PRPE,1.000000
258,R784,CO,1.000000
33,R785,PCO,1.000000
244,MVK,R785,1.000000
257,R785,MCO3,1.000000
258,R785,CO,1.000000
262,R785,CH2O,1.000000
281,R785,HO2,1.000000
244,MVK,R786,1.000000
250,R786,RCO3,1.000000
263,R786,MO2,1.000000
33,R787,PCO,1.000000
247,MACR,R787,1.000000
257,R787,MCO3,1.000000
258,R787,CO,1.000000
262,R787,CH2O,1.000000
281,R787,HO2,1.000000
246,HAC,R788,1.000000
257,R788,MCO3,1.000000
262,R788,CH2O,1.000000
281,R788,HO2,1.000000
112,PRPN,R789,1.000000
255,R789,RCHO,1.000000
270,R789,NO2,1.000000
279,R789,OH,1.000000
281,R789,HO2,1.000000
109,ETP,R790,1.000000
261,R790,ALD2,1.000000
279,R790,OH,1.000000
281,R790,HO2,1.000000
92,RA3P,R791,1.000000
255,R791,RCHO,1.000000
279,R791,OH,1.000000
281,R791,HO2,1.000000
93,RB3P,R792,1.000000
219,R792,ACET,1.000000
279,R792,OH,1.000000
281,R792,HO2,1.000000
91,R4P,R793,1.000000
255,R793,RCHO,1.000000
279,R793,OH,1.000000
281,R793,HO2,1.000000
111,PP,R794,1.000000
261,R794,ALD2,1.000000
262,R794,CH2O,1.000000
279,R794,OH,1.000000
281,R794,HO2,1.000000
94,RP,R795,1.000000
261,R795,ALD2,1.000000
279,R795,OH,1.000000
281,R795,HO2,1.000000
198,R4N2,R796,1.000000
219,R796,ACET,0.320000
222,R796,MEK,0.190000
233,R796,A3O2,0.050000
235,R796,OTHRO2,0.320000
253,R796,B3O2,0.180000
255,R796,RCHO,0.130000
261,R796,ALD2,0.320000
263,R796,MO2,0.180000
270,R796,NO2,1.000000
281,R796,HO2,0.270000
66,MAP,R797,1.000000
263,R797,MO2,1.000000
279,R797,OH,1.000000
124,Br2,R798,1.000000
287,R798,Br,2.000000
274,BrO,R799,1.000000
284,R799,O,1.000000
287,R799,Br,1.000000
256,HOBr,R800,1.000000
279,R800,OH,1.000000
287,R800,Br,1.000000
172,BrNO3,R801,1.000000
283,R801,NO3,1.000000
287,R801,Br,1.000000
172,BrNO3,R802,1.000000
270,R802,NO2,1.000000
274,R802,BrO,1.000000
50,BrNO2,R803,1.000000
270,R803,NO2,1.000000
287,R803,Br,1.000000
74,CHBr3,R804,1.000000
287,R804,Br,3.000000
70,CH2Br2,R805,1.000000
287,R805,Br,2.000000
97,CH3Br,R806,1.000000
263,R806,MO2,1.000000
287,R806,Br,1.000000
100,CH3Cl,R807,1.000000
263,R807,MO2,1.000000
285,R807,Cl,1.000000
73,CH2Cl2,R808,1.000000
285,R808,Cl,2.000000
132,BrCl,R809,1.000000
285,R809,Cl,1.000000
287,R809,Br,1.000000
192,Cl2,R810,1.000000
285,R810,Cl,2.000000
277,ClO,R811,1.000000
284,R811,O,1.000000
285,R811,Cl,1.000000
107,OClO,R812,1.000000
277,R812,ClO,1.000000
284,R812,O,1.000000
72,Cl2O2,R813,1.000000
103,R813,ClOO,1.000000
285,R813,Cl,1.000000
231,ClNO2,R814,1.000000
270,R814,NO2,1.000000
285,R814,Cl,1.000000
259,ClNO3,R815,1.000000
283,R815,NO3,1.000000
285,R815,Cl,1.000000
259,ClNO3,R816,1.000000
270,R816,NO2,1.000000
277,R816,ClO,1.000000
267,HOCl,R817,1.000000
279,R817,OH,1.000000
285,R817,Cl,1.000000
39,CH3CCl3,R818,1.000000
285,R818,Cl,3.000000
51,CCl4,R819,1.000000
285,R819,Cl,4.000000
52,CFC11,R820,1.000000
285,R820,Cl,3.000000
